order_id,customer_id,product_id,quantity,total_amount,order_status,order_date,created_at,updated_at
51,627,289,4,265412.0,Delivered,2026-08-06 16:56:26.248437,2026-08-06 16:56:26.248437,2026-08-06 16:56:26.248437
52,24,468,2,111500.0,Cancelled,2026-08-06 16:56:27.053083,2026-08-06 16:56:27.053083,2026-08-06 16:56:27.053083
53,101,192,1,9266.0,Pending,2026-08-06 16:56:27.967653,2026-08-06 16:56:27.967653,2026-08-06 16:56:27.967653
54,617,383,4,11652.0,Cancelled,2026-08-06 16:56:28.953713,2026-08-06 16:56:28.953713,2026-08-06 16:56:28.953713
55,55,448,3,138777.0,Shipped,2026-08-06 16:56:29.873641,2026-08-06 16:56:29.873641,2026-08-06 16:56:29.873641
56,254,152,3,199341.0,Cancelled,2026-08-06 16:56:31.280874,2026-08-06 16:56:31.280874,2026-08-06 16:56:31.280874
57,314,448,5,272100.0,Processing,2026-08-06 16:56:32.368208,2026-08-06 16:56:32.368208,2026-08-06 16:56:32.368208
58,695,4,4,236340.0,Delivered,2026-08-06 16:56:33.328105,2026-08-06 16:56:33.328105,2026-08-06 16:56:33.328105
59,985,155,1,20387.0,Cancelled,2026-08-06 16:56:34.298395,2026-08-06 16:56:34.298395,2026-08-06 16:56:34.298395
60,582,283,3,266637.0,Cancelled,2026-08-06 16:56:35.388144,2026-08-06 16:56:35.388144,2026-08-06 16:56:35.388144
61,480,367,3,91797.0,Pending,2026-08-06 16:56:36.408037,2026-08-06 16:56:36.408037,2026-08-06 16:56:36.408037
62,72,57,5,236620.0,Pending,2026-08-06 16:56:37.473686,2026-08-06 16:56:37.473686,2026-08-06 16:56:37.473686
63,839,28,1,97355.0,Delivered,2026-08-06 16:56:38.579416,2026-08-06 16:56:38.579416,2026-08-06 16:56:38.579416
64,977,11,5,15930.0,Processing,2026-08-06 16:56:39.463287,2026-08-06 16:56:39.463287,2026-08-06 16:56:39.463287
65,399,297,3,192189.0,Shipped,2026-08-06 16:56:40.310784,2026-08-06 16:56:40.310784,2026-08-06 16:56:40.310784
66,842,62,2,24386.0,Pending,2026-08-06 16:56:41.088226,2026-08-06 16:56:41.088226,2026-08-06 16:56:41.088226
67,98,129,2,147478.0,Pending,2026-08-06 16:56:41.985435,2026-08-06 16:56:41.985435,2026-08-06 16:56:41.985435
68,423,139,3,256746.0,Cancelled,2026-08-06 16:56:43.070764,2026-08-06 16:56:43.070764,2026-08-06 16:56:43.070764
69,947,293,3,252423.0,Delivered,2026-08-06 16:56:43.832552,2026-08-06 16:56:43.832552,2026-08-06 16:56:43.832552
70,267,191,1,96012.0,Pending,2026-08-06 16:56:44.590094,2026-08-06 16:56:44.590094,2026-08-06 16:56:44.590094
71,490,259,4,366476.0,Pending,2026-08-06 16:56:45.548426,2026-08-06 16:56:45.548426,2026-08-06 16:56:45.548426
72,704,437,1,42041.0,Pending,2026-08-06 16:56:46.503530,2026-08-06 16:56:46.503530,2026-08-06 16:56:46.503530
73,241,81,2,60440.0,Shipped,2026-08-06 16:56:47.523452,2026-08-06 16:56:47.523452,2026-08-06 16:56:47.523452
74,341,103,4,228148.0,Processing,2026-08-06 16:56:48.328124,2026-08-06 16:56:48.328124,2026-08-06 16:56:48.328124
75,910,185,1,54756.0,Cancelled,2026-08-06 16:56:49.284445,2026-08-06 16:56:49.284445,2026-08-06 16:56:49.284445
76,208,400,5,261625.0,Pending,2026-08-06 16:56:50.255889,2026-08-06 16:56:50.255889,2026-08-06 16:56:50.255889
77,52,491,5,305460.0,Cancelled,2026-08-06 16:56:51.098473,2026-08-06 16:56:51.098473,2026-08-06 16:56:51.098473
78,172,381,4,139388.0,Delivered,2026-08-06 16:56:51.893705,2026-08-06 16:56:51.893705,2026-08-06 16:56:51.893705
79,394,275,3,264453.0,Shipped,2026-08-06 16:56:52.903435,2026-08-06 16:56:52.903435,2026-08-06 16:56:52.903435
80,587,184,1,4473.0,Delivered,2026-08-06 16:56:53.630668,2026-08-06 16:56:53.630668,2026-08-06 16:56:53.630668
81,783,264,3,56601.0,Pending,2026-08-06 16:56:54.620933,2026-08-06 16:56:54.620933,2026-08-06 16:56:54.620933
82,232,141,3,78702.0,Pending,2026-08-06 16:56:55.513375,2026-08-06 16:56:55.513375,2026-08-06 16:56:55.513375
83,794,422,5,22700.0,Cancelled,2026-08-06 16:56:56.413239,2026-08-06 16:56:56.413239,2026-08-06 16:56:56.413239
84,392,227,1,94346.0,Delivered,2026-08-06 16:56:57.193249,2026-08-06 16:56:57.193249,2026-08-06 16:56:57.193249
85,180,27,3,279162.0,Shipped,2026-08-06 16:56:57.935288,2026-08-06 16:56:57.935288,2026-08-06 16:56:57.935288
86,550,345,5,165850.0,Processing,2026-08-06 16:56:58.788028,2026-08-06 16:56:58.788028,2026-08-06 16:56:58.788028
87,217,86,1,35795.0,Processing,2026-08-06 16:56:59.703610,2026-08-06 16:56:59.703610,2026-08-06 16:56:59.703610
88,472,428,4,331856.0,Delivered,2026-08-06 16:57:00.542584,2026-08-06 16:57:00.542584,2026-08-06 16:57:00.542584
89,549,405,3,50685.0,Delivered,2026-08-06 16:57:01.292757,2026-08-06 16:57:01.292757,2026-08-06 16:57:01.292757
90,939,277,1,39741.0,Cancelled,2026-08-06 16:57:02.098196,2026-08-06 16:57:02.098196,2026-08-06 16:57:02.098196
91,668,119,3,65706.0,Pending,2026-08-06 16:57:02.940978,2026-08-06 16:57:02.940978,2026-08-06 16:57:02.940978
92,555,262,2,40218.0,Cancelled,2026-08-06 16:57:03.840894,2026-08-06 16:57:03.840894,2026-08-06 16:57:03.840894
93,822,450,5,148240.0,Delivered,2026-08-06 16:57:04.645123,2026-08-06 16:57:04.645123,2026-08-06 16:57:04.645123
94,77,231,3,19884.0,Pending,2026-08-06 16:57:05.477471,2026-08-06 16:57:05.477471,2026-08-06 16:57:05.477471
95,681,471,1,65606.0,Cancelled,2026-08-06 16:57:06.347369,2026-08-06 16:57:06.347369,2026-08-06 16:57:06.347369
96,321,275,3,199833.0,Pending,2026-08-06 16:57:07.188298,2026-08-06 16:57:07.188298,2026-08-06 16:57:07.188298
97,887,440,3,65529.0,Shipped,2026-08-06 16:57:08.108023,2026-08-06 16:57:08.108023,2026-08-06 16:57:08.108023
98,614,67,3,238635.0,Shipped,2026-08-06 16:57:08.983251,2026-08-06 16:57:08.983251,2026-08-06 16:57:08.983251
99,35,440,4,148472.0,Delivered,2026-08-06 16:57:09.867714,2026-08-06 16:57:09.867714,2026-08-06 16:57:09.867714
100,308,61,4,253756.0,Cancelled,2026-08-06 16:57:10.743253,2026-08-06 16:57:10.743253,2026-08-06 16:57:10.743253
101,261,84,3,274068.0,Shipped,2026-08-06 16:57:11.495620,2026-08-06 16:57:11.495620,2026-08-06 16:57:11.495620
102,282,76,2,117326.0,Delivered,2026-08-06 16:57:12.543067,2026-08-06 16:57:12.543067,2026-08-06 16:57:12.543067
103,607,175,1,69046.0,Pending,2026-08-06 16:57:13.492797,2026-08-06 16:57:13.492797,2026-08-06 16:57:13.492797
104,225,479,5,40950.0,Shipped,2026-08-06 16:57:14.468386,2026-08-06 16:57:14.468386,2026-08-06 16:57:14.468386
105,39,327,5,453445.0,Cancelled,2026-08-06 16:57:15.412569,2026-08-06 16:57:15.412569,2026-08-06 16:57:15.412569
106,877,296,1,11635.0,Shipped,2026-08-06 16:57:16.150387,2026-08-06 16:57:16.150387,2026-08-06 16:57:16.150387
107,80,335,4,140144.0,Cancelled,2026-08-06 16:57:17.045574,2026-08-06 16:57:17.045574,2026-08-06 16:57:17.045574
108,281,439,5,472675.0,Delivered,2026-08-06 16:57:17.733420,2026-08-06 16:57:17.733420,2026-08-06 16:57:17.733420
109,435,341,3,232404.0,Pending,2026-08-06 16:57:18.653069,2026-08-06 16:57:18.653069,2026-08-06 16:57:18.653069
110,62,328,4,250564.0,Delivered,2026-08-06 16:57:19.408113,2026-08-06 16:57:19.408113,2026-08-06 16:57:19.408113
111,225,485,3,50061.0,Delivered,2026-08-06 16:57:20.405387,2026-08-06 16:57:20.405387,2026-08-06 16:57:20.405387
112,639,90,2,194430.0,Cancelled,2026-08-06 16:57:21.284620,2026-08-06 16:57:21.284620,2026-08-06 16:57:21.284620
113,731,490,4,46236.0,Pending,2026-08-06 16:57:22.080840,2026-08-06 16:57:22.080840,2026-08-06 16:57:22.080840
114,714,328,3,208467.0,Delivered,2026-08-06 16:57:22.831032,2026-08-06 16:57:22.831032,2026-08-06 16:57:22.831032
115,49,151,1,34976.0,Pending,2026-08-06 16:57:23.723092,2026-08-06 16:57:23.723092,2026-08-06 16:57:23.723092
116,852,7,3,289866.0,Processing,2026-08-06 16:57:24.563039,2026-08-06 16:57:24.563039,2026-08-06 16:57:24.563039
117,222,314,2,94790.0,Shipped,2026-08-06 16:57:25.300643,2026-08-06 16:57:25.300643,2026-08-06 16:57:25.300643
118,252,184,5,319125.0,Shipped,2026-08-06 16:57:26.167751,2026-08-06 16:57:26.167751,2026-08-06 16:57:26.167751
119,17,161,1,26453.0,Pending,2026-08-06 16:57:27.068296,2026-08-06 16:57:27.068296,2026-08-06 16:57:27.068296
120,773,461,4,184936.0,Shipped,2026-08-06 16:57:28.023706,2026-08-06 16:57:28.023706,2026-08-06 16:57:28.023706
121,822,7,1,87476.0,Processing,2026-08-06 16:57:28.763524,2026-08-06 16:57:28.763524,2026-08-06 16:57:28.763524
122,952,298,2,29436.0,Delivered,2026-08-06 16:57:29.747790,2026-08-06 16:57:29.747790,2026-08-06 16:57:29.747790
123,946,45,4,66960.0,Processing,2026-08-06 16:57:30.703431,2026-08-06 16:57:30.703431,2026-08-06 16:57:30.703431
124,479,36,5,163830.0,Cancelled,2026-08-06 16:57:31.723585,2026-08-06 16:57:31.723585,2026-08-06 16:57:31.723585
125,479,456,5,231580.0,Shipped,2026-08-06 16:57:32.585808,2026-08-06 16:57:32.585808,2026-08-06 16:57:32.585808
126,254,78,2,126224.0,Delivered,2026-08-06 16:57:33.768340,2026-08-06 16:57:33.768340,2026-08-06 16:57:33.768340
127,844,429,3,292773.0,Cancelled,2026-08-06 16:57:34.753641,2026-08-06 16:57:34.753641,2026-08-06 16:57:34.753641
128,525,358,3,280518.0,Processing,2026-08-06 16:57:35.703357,2026-08-06 16:57:35.703357,2026-08-06 16:57:35.703357
129,256,61,1,8048.0,Processing,2026-08-06 16:57:36.738330,2026-08-06 16:57:36.738330,2026-08-06 16:57:36.738330
130,826,413,4,399872.0,Processing,2026-08-06 16:57:38.128143,2026-08-06 16:57:38.128143,2026-08-06 16:57:38.128143
131,493,147,4,137316.0,Delivered,2026-08-06 16:57:39.542760,2026-08-06 16:57:39.542760,2026-08-06 16:57:39.542760
132,499,230,4,314280.0,Processing,2026-08-06 16:57:40.403060,2026-08-06 16:57:40.403060,2026-08-06 16:57:40.403060
133,620,478,5,119975.0,Delivered,2026-08-06 16:57:41.473220,2026-08-06 16:57:41.473220,2026-08-06 16:57:41.473220
134,551,294,2,136248.0,Shipped,2026-08-06 16:57:42.313421,2026-08-06 16:57:42.313421,2026-08-06 16:57:42.313421
135,142,406,1,89779.0,Processing,2026-08-06 16:57:43.172740,2026-08-06 16:57:43.172740,2026-08-06 16:57:43.172740
136,484,356,4,81232.0,Pending,2026-08-06 16:57:44.093396,2026-08-06 16:57:44.093396,2026-08-06 16:57:44.093396
137,584,66,1,80394.0,Processing,2026-08-06 16:57:44.983599,2026-08-06 16:57:44.983599,2026-08-06 16:57:44.983599
138,719,240,2,138230.0,Cancelled,2026-08-06 16:57:46.330628,2026-08-06 16:57:46.330628,2026-08-06 16:57:46.330628
139,50,36,2,42840.0,Shipped,2026-08-06 16:57:47.128352,2026-08-06 16:57:47.128352,2026-08-06 16:57:47.128352
140,891,368,1,40143.0,Shipped,2026-08-06 16:57:47.928361,2026-08-06 16:57:47.928361,2026-08-06 16:57:47.928361
141,434,273,1,52916.0,Shipped,2026-08-06 16:57:48.862592,2026-08-06 16:57:48.862592,2026-08-06 16:57:48.862592
142,227,433,2,49868.0,Processing,2026-08-06 16:57:49.928319,2026-08-06 16:57:49.928319,2026-08-06 16:57:49.928319
143,487,14,4,25276.0,Cancelled,2026-08-06 16:57:50.878352,2026-08-06 16:57:50.878352,2026-08-06 16:57:50.878352
144,258,73,3,144600.0,Shipped,2026-08-06 16:57:51.713446,2026-08-06 16:57:51.713446,2026-08-06 16:57:51.713446
145,703,54,3,254106.0,Delivered,2026-08-06 16:57:52.653201,2026-08-06 16:57:52.653201,2026-08-06 16:57:52.653201
146,708,257,1,3553.0,Cancelled,2026-08-06 16:57:53.778344,2026-08-06 16:57:53.778344,2026-08-06 16:57:53.778344
147,20,146,5,378855.0,Cancelled,2026-08-06 16:57:54.892786,2026-08-06 16:57:54.892786,2026-08-06 16:57:54.892786
148,396,492,5,175235.0,Pending,2026-08-06 16:57:55.838420,2026-08-06 16:57:55.838420,2026-08-06 16:57:55.838420
149,37,399,3,39681.0,Cancelled,2026-08-06 16:57:56.732709,2026-08-06 16:57:56.732709,2026-08-06 16:57:56.732709
150,584,158,1,19551.0,Processing,2026-08-06 16:57:57.700685,2026-08-06 16:57:57.700685,2026-08-06 16:57:57.700685
151,214,237,2,56534.0,Cancelled,2026-08-06 16:57:58.565761,2026-08-06 16:57:58.565761,2026-08-06 16:57:58.565761
152,908,431,1,13671.0,Processing,2026-08-06 16:57:59.416031,2026-08-06 16:57:59.416031,2026-08-06 16:57:59.416031
153,37,497,3,137889.0,Delivered,2026-08-06 16:58:00.340345,2026-08-06 16:58:00.340345,2026-08-06 16:58:00.340345
154,577,354,1,67092.0,Shipped,2026-08-06 16:58:01.117687,2026-08-06 16:58:01.117687,2026-08-06 16:58:01.117687
155,250,390,5,68695.0,Pending,2026-08-06 16:58:01.885012,2026-08-06 16:58:01.885012,2026-08-06 16:58:01.885012
156,906,456,3,141423.0,Delivered,2026-08-06 16:58:02.617655,2026-08-06 16:58:02.617655,2026-08-06 16:58:02.617655
157,716,431,4,391304.0,Cancelled,2026-08-06 16:58:03.467995,2026-08-06 16:58:03.467995,2026-08-06 16:58:03.467995
158,295,500,3,19881.0,Shipped,2026-08-06 16:58:04.152491,2026-08-06 16:58:04.152491,2026-08-06 16:58:04.152491
159,147,372,4,204272.0,Delivered,2026-08-06 16:58:04.952928,2026-08-06 16:58:04.952928,2026-08-06 16:58:04.952928
160,471,293,5,349555.0,Pending,2026-08-06 16:58:05.726215,2026-08-06 16:58:05.726215,2026-08-06 16:58:05.726215
161,941,115,5,383745.0,Shipped,2026-08-06 16:58:06.515100,2026-08-06 16:58:06.515100,2026-08-06 16:58:06.515100
162,925,443,2,125448.0,Shipped,2026-08-06 16:58:07.187749,2026-08-06 16:58:07.187749,2026-08-06 16:58:07.187749
163,87,441,2,133294.0,Pending,2026-08-06 16:58:08.032796,2026-08-06 16:58:08.032796,2026-08-06 16:58:08.032796
164,882,130,2,64446.0,Cancelled,2026-08-06 16:58:09.089767,2026-08-06 16:58:09.089767,2026-08-06 16:58:09.089767
165,527,372,3,11094.0,Processing,2026-08-06 16:58:09.883316,2026-08-06 16:58:09.883316,2026-08-06 16:58:09.883316
166,823,431,2,52304.0,Pending,2026-08-06 16:58:10.647457,2026-08-06 16:58:10.647457,2026-08-06 16:58:10.647457
167,278,223,4,9760.0,Shipped,2026-08-06 16:58:11.528326,2026-08-06 16:58:11.528326,2026-08-06 16:58:11.528326
168,235,94,5,278240.0,Delivered,2026-08-06 16:58:12.333537,2026-08-06 16:58:12.333537,2026-08-06 16:58:12.333537
169,155,349,2,83892.0,Delivered,2026-08-06 16:58:13.038261,2026-08-06 16:58:13.038261,2026-08-06 16:58:13.038261
170,972,379,5,93810.0,Shipped,2026-08-06 16:58:13.950157,2026-08-06 16:58:13.950157,2026-08-06 16:58:13.950157
171,28,499,5,134085.0,Processing,2026-08-06 16:58:15.023487,2026-08-06 16:58:15.023487,2026-08-06 16:58:15.023487
172,538,484,4,219536.0,Cancelled,2026-08-06 16:58:15.825093,2026-08-06 16:58:15.825093,2026-08-06 16:58:15.825093
173,686,413,1,89658.0,Processing,2026-08-06 16:58:16.648014,2026-08-06 16:58:16.648014,2026-08-06 16:58:16.648014
174,980,255,2,121816.0,Processing,2026-08-06 16:58:17.295483,2026-08-06 16:58:17.295483,2026-08-06 16:58:17.295483
175,168,129,4,236912.0,Processing,2026-08-06 16:58:18.043477,2026-08-06 16:58:18.043477,2026-08-06 16:58:18.043477
176,279,13,3,136893.0,Delivered,2026-08-06 16:58:18.802939,2026-08-06 16:58:18.802939,2026-08-06 16:58:18.802939
177,817,295,1,10071.0,Pending,2026-08-06 16:58:19.622839,2026-08-06 16:58:19.622839,2026-08-06 16:58:19.622839
178,61,317,2,191774.0,Pending,2026-08-06 16:58:20.407952,2026-08-06 16:58:20.407952,2026-08-06 16:58:20.407952
179,468,271,1,79679.0,Delivered,2026-08-06 16:58:21.235714,2026-08-06 16:58:21.235714,2026-08-06 16:58:21.235714
180,498,311,5,437100.0,Processing,2026-08-06 16:58:21.907745,2026-08-06 16:58:21.907745,2026-08-06 16:58:21.907745
181,265,8,2,180252.0,Shipped,2026-08-06 16:58:22.685761,2026-08-06 16:58:22.685761,2026-08-06 16:58:22.685761
182,717,391,4,67852.0,Delivered,2026-08-06 16:58:23.447740,2026-08-06 16:58:23.447740,2026-08-06 16:58:23.447740
183,983,56,2,82368.0,Delivered,2026-08-06 16:58:24.223184,2026-08-06 16:58:24.223184,2026-08-06 16:58:24.223184
184,784,483,4,147676.0,Pending,2026-08-06 16:58:25.688411,2026-08-06 16:58:25.688411,2026-08-06 16:58:25.688411
185,667,397,2,69308.0,Shipped,2026-08-06 16:58:26.412588,2026-08-06 16:58:26.412588,2026-08-06 16:58:26.412588
186,536,46,1,96594.0,Processing,2026-08-06 16:58:27.152653,2026-08-06 16:58:27.152653,2026-08-06 16:58:27.152653
187,549,143,4,61744.0,Delivered,2026-08-06 16:58:27.884947,2026-08-06 16:58:27.884947,2026-08-06 16:58:27.884947
188,634,92,2,175012.0,Cancelled,2026-08-06 16:58:28.662899,2026-08-06 16:58:28.662899,2026-08-06 16:58:28.662899
189,755,156,1,61082.0,Pending,2026-08-06 16:58:29.478260,2026-08-06 16:58:29.478260,2026-08-06 16:58:29.478260
190,462,396,1,76139.0,Pending,2026-08-06 16:58:30.238278,2026-08-06 16:58:30.238278,2026-08-06 16:58:30.238278
191,535,474,5,475820.0,Shipped,2026-08-06 16:58:31.085801,2026-08-06 16:58:31.085801,2026-08-06 16:58:31.085801
192,279,134,1,60871.0,Processing,2026-08-06 16:58:31.865459,2026-08-06 16:58:31.865459,2026-08-06 16:58:31.865459
193,24,50,4,145688.0,Delivered,2026-08-06 16:58:32.653512,2026-08-06 16:58:32.653512,2026-08-06 16:58:32.653512
194,59,446,1,32173.0,Pending,2026-08-06 16:58:33.322874,2026-08-06 16:58:33.322874,2026-08-06 16:58:33.322874
195,443,184,1,42564.0,Processing,2026-08-06 16:58:34.165283,2026-08-06 16:58:34.165283,2026-08-06 16:58:34.165283
196,436,496,5,453165.0,Pending,2026-08-06 16:58:35.017986,2026-08-06 16:58:35.017986,2026-08-06 16:58:35.017986
197,722,53,1,49603.0,Cancelled,2026-08-06 16:58:35.763501,2026-08-06 16:58:35.763501,2026-08-06 16:58:35.763501
198,374,75,5,7760.0,Cancelled,2026-08-06 16:58:36.650870,2026-08-06 16:58:36.650870,2026-08-06 16:58:36.650870
199,265,378,4,57672.0,Delivered,2026-08-06 16:58:37.473428,2026-08-06 16:58:37.473428,2026-08-06 16:58:37.473428
200,622,43,5,354880.0,Processing,2026-08-06 16:58:38.248214,2026-08-06 16:58:38.248214,2026-08-06 16:58:38.248214
201,771,351,3,23229.0,Shipped,2026-08-06 16:58:39.158328,2026-08-06 16:58:39.158328,2026-08-06 16:58:39.158328
202,252,133,2,21194.0,Pending,2026-08-06 16:58:39.928058,2026-08-06 16:58:39.928058,2026-08-06 16:58:39.928058
203,506,341,4,375620.0,Processing,2026-08-06 16:58:40.757984,2026-08-06 16:58:40.757984,2026-08-06 16:58:40.757984
204,736,258,4,194876.0,Delivered,2026-08-06 16:58:41.568057,2026-08-06 16:58:41.568057,2026-08-06 16:58:41.568057
205,672,273,1,3330.0,Shipped,2026-08-06 16:58:42.283556,2026-08-06 16:58:42.283556,2026-08-06 16:58:42.283556
206,536,104,1,59027.0,Shipped,2026-08-06 16:58:43.133048,2026-08-06 16:58:43.133048,2026-08-06 16:58:43.133048
207,895,93,3,185190.0,Shipped,2026-08-06 16:58:43.973190,2026-08-06 16:58:43.973190,2026-08-06 16:58:43.973190
208,35,239,5,72970.0,Shipped,2026-08-06 16:58:44.745206,2026-08-06 16:58:44.745206,2026-08-06 16:58:44.745206
209,748,181,3,262050.0,Pending,2026-08-06 16:58:45.683264,2026-08-06 16:58:45.683264,2026-08-06 16:58:45.683264
210,579,347,2,110922.0,Cancelled,2026-08-06 16:58:46.384656,2026-08-06 16:58:46.384656,2026-08-06 16:58:46.384656
211,318,82,3,189630.0,Processing,2026-08-06 16:58:47.152788,2026-08-06 16:58:47.152788,2026-08-06 16:58:47.152788
