product_id,product_name,category,brand,price,stock,created_at,updated_at
28,Camera,Electronics,Nikon,20071.0,135,2026-08-06 16:23:54.607446,2026-08-06 16:23:54.607446
29,Keyboard,Accessories,Dell,22314.0,13,2026-08-06 16:23:55.622413,2026-08-06 16:23:55.622413
30,Mouse,Accessories,Logitech,84588.0,495,2026-08-06 16:23:56.609836,2026-08-06 16:23:56.609836
31,Smartphone,Electronics,Samsung,29080.0,430,2026-08-06 16:23:57.437638,2026-08-06 16:23:57.437638
32,Keyboard,Accessories,Dell,36824.0,344,2026-08-06 16:23:58.252580,2026-08-06 16:23:58.252580
33,Tablet,Electronics,Lenovo,94647.0,144,2026-08-06 16:23:59.313830,2026-08-06 16:23:59.313830
34,Keyboard,Accessories,Dell,24737.0,440,2026-08-06 16:24:00.380285,2026-08-06 16:24:00.380285
35,Keyboard,Accessories,Dell,26589.0,282,2026-08-06 16:24:01.417624,2026-08-06 16:24:01.417624
36,Printer,Electronics,Canon,77719.0,89,2026-08-06 16:24:02.547472,2026-08-06 16:24:02.547472
37,Laptop,Electronics,HP,96703.0,391,2026-08-06 16:24:03.454093,2026-08-06 16:24:03.454093
38,Keyboard,Accessories,Dell,803.0,94,2026-08-06 16:24:04.432653,2026-08-06 16:24:04.432653
39,Printer,Electronics,Canon,84298.0,264,2026-08-06 16:24:05.457570,2026-08-06 16:24:05.457570
40,Laptop,Electronics,HP,40632.0,372,2026-08-06 16:24:06.382039,2026-08-06 16:24:06.382039
41,Printer,Electronics,Canon,72979.0,202,2026-08-06 16:24:07.682419,2026-08-06 16:24:07.682419
42,Mouse,Accessories,Logitech,81894.0,111,2026-08-06 16:24:08.744469,2026-08-06 16:24:08.744469
43,Smartphone,Electronics,Samsung,6641.0,430,2026-08-06 16:24:09.692567,2026-08-06 16:24:09.692567
44,Printer,Electronics,Canon,22515.0,378,2026-08-06 16:24:10.672470,2026-08-06 16:24:10.672470
45,Tablet,Electronics,Lenovo,11410.0,402,2026-08-06 16:24:11.917402,2026-08-06 16:24:11.917402
46,Printer,Electronics,Canon,49745.0,246,2026-08-06 16:24:12.982696,2026-08-06 16:24:12.982696
47,Mouse,Accessories,Logitech,63065.0,397,2026-08-06 16:24:14.011871,2026-08-06 16:24:14.011871
48,Smart Watch,Electronics,Apple,96491.0,302,2026-08-06 16:24:15.012855,2026-08-06 16:24:15.012855
49,Smartphone,Electronics,Samsung,74564.0,469,2026-08-06 16:24:16.047883,2026-08-06 16:24:16.047883
50,Smart Watch,Electronics,Apple,14382.0,273,2026-08-06 16:24:17.042401,2026-08-06 16:24:17.042401
51,Monitor,Electronics,LG,60124.0,458,2026-08-06 16:24:18.317779,2026-08-06 16:24:18.317779
52,Camera,Electronics,Nikon,62908.0,35,2026-08-06 16:24:19.382639,2026-08-06 16:24:19.382639
53,Printer,Electronics,Canon,67387.0,352,2026-08-06 16:24:20.432494,2026-08-06 16:24:20.432494
54,Headphones,Accessories,Sony,7086.0,26,2026-08-06 16:24:21.518605,2026-08-06 16:24:21.518605
55,Camera,Electronics,Nikon,41099.0,143,2026-08-06 16:24:22.947199,2026-08-06 16:24:22.947199
56,Keyboard,Accessories,Dell,6864.0,64,2026-08-06 16:24:24.338757,2026-08-06 16:24:24.338757
57,Printer,Electronics,Canon,27244.0,384,2026-08-06 16:24:25.387205,2026-08-06 16:24:25.387205
58,Smartphone,Electronics,Samsung,19585.0,275,2026-08-06 16:24:26.457852,2026-08-06 16:24:26.457852
59,Mouse,Accessories,Logitech,36237.0,347,2026-08-06 16:24:27.432618,2026-08-06 16:24:27.432618
60,Monitor,Electronics,LG,22852.0,195,2026-08-06 16:24:28.507449,2026-08-06 16:24:28.507449
61,Laptop,Electronics,HP,82628.0,86,2026-08-06 16:24:29.533914,2026-08-06 16:24:29.533914
62,Smartphone,Electronics,Samsung,62988.0,333,2026-08-06 16:24:30.847068,2026-08-06 16:24:30.847068
63,Tablet,Electronics,Lenovo,70340.0,391,2026-08-06 16:24:31.962638,2026-08-06 16:24:31.962638
64,Mouse,Accessories,Logitech,34418.0,80,2026-08-06 16:24:33.334999,2026-08-06 16:24:33.334999
65,Mouse,Accessories,Logitech,30270.0,333,2026-08-06 16:24:34.522549,2026-08-06 16:24:34.522549
66,Laptop,Electronics,HP,14484.0,53,2026-08-06 16:24:35.449499,2026-08-06 16:24:35.449499
67,Camera,Electronics,Nikon,25976.0,192,2026-08-06 16:24:36.327112,2026-08-06 16:24:36.327112
68,Smart Watch,Electronics,Apple,68098.0,225,2026-08-06 16:24:37.127664,2026-08-06 16:24:37.127664
69,Camera,Electronics,Nikon,11060.0,62,2026-08-06 16:24:38.171090,2026-08-06 16:24:38.171090
70,Printer,Electronics,Canon,55155.0,167,2026-08-06 16:24:39.281914,2026-08-06 16:24:39.281914
71,Printer,Electronics,Canon,23439.0,180,2026-08-06 16:24:40.259276,2026-08-06 16:24:40.259276
72,Laptop,Electronics,HP,32973.0,179,2026-08-06 16:24:41.294631,2026-08-06 16:24:41.294631
73,Smart Watch,Electronics,Apple,88343.0,292,2026-08-06 16:24:42.441941,2026-08-06 16:24:42.441941
74,Keyboard,Accessories,Dell,43652.0,35,2026-08-06 16:24:43.351785,2026-08-06 16:24:43.351785
75,Headphones,Accessories,Sony,61017.0,261,2026-08-06 16:24:44.572836,2026-08-06 16:24:44.572836
76,Keyboard,Accessories,Dell,72658.0,394,2026-08-06 16:24:46.002799,2026-08-06 16:24:46.002799
77,Camera,Electronics,Nikon,20732.0,401,2026-08-06 16:24:47.112865,2026-08-06 16:24:47.112865
78,Smart Watch,Electronics,Apple,41655.0,75,2026-08-06 16:24:48.192448,2026-08-06 16:24:48.192448
79,Headphones,Accessories,Sony,52960.0,382,2026-08-06 16:24:49.544220,2026-08-06 16:24:49.544220
80,Smartphone,Electronics,Samsung,95613.0,462,2026-08-06 16:24:50.499251,2026-08-06 16:24:50.499251
81,Laptop,Electronics,HP,3189.0,186,2026-08-06 16:24:51.782033,2026-08-06 16:24:51.782033
82,Laptop,Electronics,HP,97697.0,81,2026-08-06 16:24:53.532760,2026-08-06 16:24:53.532760
83,Smart Watch,Electronics,Apple,2489.0,83,2026-08-06 16:24:54.362208,2026-08-06 16:24:54.362208
84,Headphones,Accessories,Sony,11750.0,233,2026-08-06 16:24:55.562394,2026-08-06 16:24:55.562394
85,Keyboard,Accessories,Dell,34220.0,429,2026-08-06 16:24:56.560013,2026-08-06 16:24:56.560013
86,Headphones,Accessories,Sony,9344.0,61,2026-08-06 16:24:57.692535,2026-08-06 16:24:57.692535
87,Smart Watch,Electronics,Apple,46922.0,251,2026-08-06 16:24:58.767626,2026-08-06 16:24:58.767626
88,Smart Watch,Electronics,Apple,49357.0,417,2026-08-06 16:24:59.702650,2026-08-06 16:24:59.702650
89,Keyboard,Accessories,Dell,29104.0,413,2026-08-06 16:25:00.832832,2026-08-06 16:25:00.832832
90,Headphones,Accessories,Sony,41320.0,82,2026-08-06 16:25:02.194818,2026-08-06 16:25:02.194818
91,Headphones,Accessories,Sony,82112.0,493,2026-08-06 16:25:03.076861,2026-08-06 16:25:03.076861
92,Keyboard,Accessories,Dell,59803.0,303,2026-08-06 16:25:04.562298,2026-08-06 16:25:04.562298
93,Keyboard,Accessories,Dell,50781.0,271,2026-08-06 16:25:05.767722,2026-08-06 16:25:05.767722
94,Smartphone,Electronics,Samsung,31614.0,24,2026-08-06 16:25:07.033112,2026-08-06 16:25:07.033112
95,Camera,Electronics,Nikon,21555.0,430,2026-08-06 16:25:08.592514,2026-08-06 16:25:08.592514
96,Headphones,Accessories,Sony,54500.0,352,2026-08-06 16:25:09.972490,2026-08-06 16:25:09.972490
97,Monitor,Electronics,LG,5117.0,210,2026-08-06 16:25:10.997332,2026-08-06 16:25:10.997332
98,Camera,Electronics,Nikon,93610.0,206,2026-08-06 16:25:12.060076,2026-08-06 16:25:12.060076
99,Camera,Electronics,Nikon,58546.0,346,2026-08-06 16:25:13.077980,2026-08-06 16:25:13.077980
100,Smart Watch,Electronics,Apple,66109.0,40,2026-08-06 16:25:14.056920,2026-08-06 16:25:14.056920
101,Mouse,Accessories,Logitech,56468.0,378,2026-08-06 16:25:15.047654,2026-08-06 16:25:15.047654
102,Tablet,Electronics,Lenovo,89599.0,403,2026-08-06 16:25:16.274982,2026-08-06 16:25:16.274982
103,Tablet,Electronics,Lenovo,56141.0,257,2026-08-06 16:25:17.772553,2026-08-06 16:25:17.772553
104,Keyboard,Accessories,Dell,51380.0,487,2026-08-06 16:25:18.772404,2026-08-06 16:25:18.772404
105,Monitor,Electronics,LG,70046.0,210,2026-08-06 16:25:19.632777,2026-08-06 16:25:19.632777
106,Smartphone,Electronics,Samsung,92826.0,181,2026-08-06 16:25:20.642337,2026-08-06 16:25:20.642337
107,Smartphone,Electronics,Samsung,35818.0,115,2026-08-06 16:25:21.677162,2026-08-06 16:25:21.677162
108,Mouse,Accessories,Logitech,94472.0,367,2026-08-06 16:25:22.772433,2026-08-06 16:25:22.772433
109,Headphones,Accessories,Sony,28600.0,340,2026-08-06 16:25:23.922341,2026-08-06 16:25:23.922341
110,Printer,Electronics,Canon,92142.0,451,2026-08-06 16:25:24.932554,2026-08-06 16:25:24.932554
111,Keyboard,Accessories,Dell,17707.0,427,2026-08-06 16:25:26.147966,2026-08-06 16:25:26.147966
112,Mouse,Accessories,Logitech,18092.0,13,2026-08-06 16:25:27.077664,2026-08-06 16:25:27.077664
113,Monitor,Electronics,LG,52536.0,459,2026-08-06 16:25:28.062399,2026-08-06 16:25:28.062399
114,Laptop,Electronics,HP,30187.0,318,2026-08-06 16:25:29.232561,2026-08-06 16:25:29.232561
115,Tablet,Electronics,Lenovo,20383.0,66,2026-08-06 16:25:30.312953,2026-08-06 16:25:30.312953
116,Keyboard,Accessories,Dell,77440.0,445,2026-08-06 16:25:31.202486,2026-08-06 16:25:31.202486
117,Monitor,Electronics,LG,55331.0,366,2026-08-06 16:25:32.296997,2026-08-06 16:25:32.296997
118,Headphones,Accessories,Sony,82965.0,143,2026-08-06 16:25:33.127179,2026-08-06 16:25:33.127179
119,Smartphone,Electronics,Samsung,60586.0,266,2026-08-06 16:25:34.304294,2026-08-06 16:25:34.304294
120,Laptop,Electronics,HP,52800.0,41,2026-08-06 16:25:35.698061,2026-08-06 16:25:35.698061
121,Smart Watch,Electronics,Apple,88426.0,192,2026-08-06 16:25:36.712039,2026-08-06 16:25:36.712039
122,Mouse,Accessories,Logitech,21394.0,122,2026-08-06 16:25:38.314690,2026-08-06 16:25:38.314690
123,Tablet,Electronics,Lenovo,22646.0,352,2026-08-06 16:25:39.433396,2026-08-06 16:25:39.433396
124,Tablet,Electronics,Lenovo,8036.0,444,2026-08-06 16:25:40.617649,2026-08-06 16:25:40.617649
125,Camera,Electronics,Nikon,74420.0,355,2026-08-06 16:25:41.824563,2026-08-06 16:25:41.824563
126,Laptop,Electronics,HP,34559.0,463,2026-08-06 16:25:43.117265,2026-08-06 16:25:43.117265
127,Headphones,Accessories,Sony,15997.0,284,2026-08-06 16:25:44.602389,2026-08-06 16:25:44.602389
128,Monitor,Electronics,LG,44699.0,69,2026-08-06 16:25:45.832455,2026-08-06 16:25:45.832455
129,Smartphone,Electronics,Samsung,23710.0,59,2026-08-06 16:25:47.302553,2026-08-06 16:25:47.302553
130,Printer,Electronics,Canon,39789.0,317,2026-08-06 16:25:48.547845,2026-08-06 16:25:48.547845
131,Camera,Electronics,Nikon,82019.0,23,2026-08-06 16:25:49.661949,2026-08-06 16:25:49.661949
132,Smart Watch,Electronics,Apple,47411.0,278,2026-08-06 16:25:51.101938,2026-08-06 16:25:51.101938
133,Laptop,Electronics,HP,4305.0,438,2026-08-06 16:25:52.182260,2026-08-06 16:25:52.182260
134,Monitor,Electronics,LG,84680.0,87,2026-08-06 16:25:53.244747,2026-08-06 16:25:53.244747
135,Keyboard,Accessories,Dell,31723.0,374,2026-08-06 16:25:54.447574,2026-08-06 16:25:54.447574
136,Mouse,Accessories,Logitech,71831.0,495,2026-08-06 16:25:55.637074,2026-08-06 16:25:55.637074
137,Keyboard,Accessories,Dell,76105.0,270,2026-08-06 16:25:57.017711,2026-08-06 16:25:57.017711
138,Tablet,Electronics,Lenovo,26961.0,267,2026-08-06 16:25:58.142864,2026-08-06 16:25:58.142864
139,Printer,Electronics,Canon,43857.0,484,2026-08-06 16:25:59.032150,2026-08-06 16:25:59.032150
140,Smartphone,Electronics,Samsung,79099.0,249,2026-08-06 16:25:59.977084,2026-08-06 16:25:59.977084
141,Laptop,Electronics,HP,79232.0,326,2026-08-06 16:26:01.324957,2026-08-06 16:26:01.324957
142,Smart Watch,Electronics,Apple,71841.0,481,2026-08-06 16:26:02.392563,2026-08-06 16:26:02.392563
143,Tablet,Electronics,Lenovo,31481.0,468,2026-08-06 16:26:03.882040,2026-08-06 16:26:03.882040
144,Headphones,Accessories,Sony,33519.0,164,2026-08-06 16:26:05.142687,2026-08-06 16:26:05.142687
145,Smartphone,Electronics,Samsung,30730.0,226,2026-08-06 16:26:06.035275,2026-08-06 16:26:06.035275
146,Monitor,Electronics,LG,16799.0,475,2026-08-06 16:26:06.922541,2026-08-06 16:26:06.922541
147,Tablet,Electronics,Lenovo,16363.0,443,2026-08-06 16:26:08.017026,2026-08-06 16:26:08.017026
148,Smartphone,Electronics,Samsung,57048.0,366,2026-08-06 16:26:08.907458,2026-08-06 16:26:08.907458
149,Headphones,Accessories,Sony,30538.0,261,2026-08-06 16:26:09.822102,2026-08-06 16:26:09.822102
150,Mouse,Accessories,Logitech,99889.0,177,2026-08-06 16:26:11.072041,2026-08-06 16:26:11.072041
151,Smart Watch,Electronics,Apple,9502.0,275,2026-08-06 16:26:12.504364,2026-08-06 16:26:12.504364
152,Smart Watch,Electronics,Apple,80078.0,168,2026-08-06 16:26:13.644677,2026-08-06 16:26:13.644677
153,Mouse,Accessories,Logitech,33581.0,374,2026-08-06 16:26:14.882891,2026-08-06 16:26:14.882891
154,Keyboard,Accessories,Dell,48659.0,194,2026-08-06 16:26:15.919406,2026-08-06 16:26:15.919406
155,Printer,Electronics,Canon,40732.0,109,2026-08-06 16:26:16.937536,2026-08-06 16:26:16.937536
156,Monitor,Electronics,LG,94190.0,434,2026-08-06 16:26:18.094574,2026-08-06 16:26:18.094574
157,Headphones,Accessories,Sony,27889.0,229,2026-08-06 16:26:19.737939,2026-08-06 16:26:19.737939
158,Keyboard,Accessories,Dell,11230.0,479,2026-08-06 16:26:20.877181,2026-08-06 16:26:20.877181
159,Printer,Electronics,Canon,59658.0,219,2026-08-06 16:26:22.122065,2026-08-06 16:26:22.122065
160,Laptop,Electronics,HP,6663.0,419,2026-08-06 16:26:23.222302,2026-08-06 16:26:23.222302
161,Laptop,Electronics,HP,51957.0,322,2026-08-06 16:26:24.442364,2026-08-06 16:26:24.442364
162,Smartphone,Electronics,Samsung,36418.0,190,2026-08-06 16:26:25.580143,2026-08-06 16:26:25.580143
163,Monitor,Electronics,LG,45201.0,59,2026-08-06 16:26:26.447670,2026-08-06 16:26:26.447670
164,Printer,Electronics,Canon,70081.0,281,2026-08-06 16:26:27.557543,2026-08-06 16:26:27.557543
165,Laptop,Electronics,HP,65796.0,162,2026-08-06 16:26:28.497853,2026-08-06 16:26:28.497853
166,Laptop,Electronics,HP,66925.0,124,2026-08-06 16:26:29.352012,2026-08-06 16:26:29.352012
167,Tablet,Electronics,Lenovo,7241.0,112,2026-08-06 16:26:30.437878,2026-08-06 16:26:30.437878
168,Printer,Electronics,Canon,71744.0,215,2026-08-06 16:26:31.347442,2026-08-06 16:26:31.347442
169,Printer,Electronics,Canon,5874.0,94,2026-08-06 16:26:32.162611,2026-08-06 16:26:32.162611
170,Printer,Electronics,Canon,48039.0,378,2026-08-06 16:26:33.093006,2026-08-06 16:26:33.093006
171,Camera,Electronics,Nikon,85021.0,424,2026-08-06 16:26:34.212334,2026-08-06 16:26:34.212334
172,Camera,Electronics,Nikon,35373.0,437,2026-08-06 16:26:35.094510,2026-08-06 16:26:35.094510
173,Smart Watch,Electronics,Apple,46672.0,387,2026-08-06 16:26:36.167444,2026-08-06 16:26:36.167444
174,Smartphone,Electronics,Samsung,19978.0,257,2026-08-06 16:26:37.120110,2026-08-06 16:26:37.120110
175,Laptop,Electronics,HP,9528.0,458,2026-08-06 16:26:38.302913,2026-08-06 16:26:38.302913
176,Smartphone,Electronics,Samsung,52766.0,197,2026-08-06 16:26:39.202261,2026-08-06 16:26:39.202261
177,Keyboard,Accessories,Dell,64034.0,119,2026-08-06 16:26:40.212666,2026-08-06 16:26:40.212666
178,Printer,Electronics,Canon,48605.0,373,2026-08-06 16:26:41.435157,2026-08-06 16:26:41.435157
179,Headphones,Accessories,Sony,67322.0,290,2026-08-06 16:26:42.639487,2026-08-06 16:26:42.639487
180,Tablet,Electronics,Lenovo,31246.0,322,2026-08-06 16:26:43.707009,2026-08-06 16:26:43.707009
181,Tablet,Electronics,Lenovo,47157.0,490,2026-08-06 16:26:44.796947,2026-08-06 16:26:44.796947
182,Keyboard,Accessories,Dell,49073.0,20,2026-08-06 16:26:45.847803,2026-08-06 16:26:45.847803
183,Monitor,Electronics,LG,47859.0,419,2026-08-06 16:26:46.889921,2026-08-06 16:26:46.889921
184,Camera,Electronics,Nikon,15471.0,305,2026-08-06 16:26:48.052386,2026-08-06 16:26:48.052386
185,Mouse,Accessories,Logitech,53538.0,147,2026-08-06 16:26:49.167559,2026-08-06 16:26:49.167559
186,Camera,Electronics,Nikon,82157.0,397,2026-08-06 16:26:50.547403,2026-08-06 16:26:50.547403
187,Laptop,Electronics,HP,71864.0,70,2026-08-06 16:26:51.566726,2026-08-06 16:26:51.566726
188,Keyboard,Accessories,Dell,6358.0,64,2026-08-06 16:26:52.477534,2026-08-06 16:26:52.477534
189,Mouse,Accessories,Logitech,93308.0,211,2026-08-06 16:26:53.316943,2026-08-06 16:26:53.316943
190,Headphones,Accessories,Sony,74433.0,248,2026-08-06 16:26:54.107558,2026-08-06 16:26:54.107558
191,Mouse,Accessories,Logitech,29287.0,259,2026-08-06 16:26:55.370041,2026-08-06 16:26:55.370041
192,Printer,Electronics,Canon,3933.0,462,2026-08-06 16:26:56.497359,2026-08-06 16:26:56.497359
193,Headphones,Accessories,Sony,42865.0,105,2026-08-06 16:26:57.457704,2026-08-06 16:26:57.457704
194,Keyboard,Accessories,Dell,8495.0,437,2026-08-06 16:26:58.282362,2026-08-06 16:26:58.282362
195,Monitor,Electronics,LG,95342.0,463,2026-08-06 16:26:59.242860,2026-08-06 16:26:59.242860
196,Camera,Electronics,Nikon,80572.0,192,2026-08-06 16:27:00.167749,2026-08-06 16:27:00.167749
197,Tablet,Electronics,Lenovo,80759.0,333,2026-08-06 16:27:01.362623,2026-08-06 16:27:01.362623
198,Smartphone,Electronics,Samsung,13392.0,179,2026-08-06 16:27:02.505267,2026-08-06 16:27:02.505267
199,Keyboard,Accessories,Dell,40995.0,461,2026-08-06 16:27:03.545181,2026-08-06 16:27:03.545181
200,Monitor,Electronics,LG,13417.0,173,2026-08-06 16:27:04.452240,2026-08-06 16:27:04.452240
201,Smart Watch,Electronics,Apple,62255.0,385,2026-08-06 16:27:05.319712,2026-08-06 16:27:05.319712
202,Monitor,Electronics,LG,93037.0,67,2026-08-06 16:27:06.512276,2026-08-06 16:27:06.512276
203,Printer,Electronics,Canon,33843.0,305,2026-08-06 16:27:07.307360,2026-08-06 16:27:07.307360
204,Headphones,Accessories,Sony,57403.0,269,2026-08-06 16:27:08.442704,2026-08-06 16:27:08.442704
205,Smartphone,Electronics,Samsung,49387.0,477,2026-08-06 16:27:09.667717,2026-08-06 16:27:09.667717
206,Keyboard,Accessories,Dell,85550.0,256,2026-08-06 16:27:10.752482,2026-08-06 16:27:10.752482
207,Camera,Electronics,Nikon,19821.0,102,2026-08-06 16:27:11.727351,2026-08-06 16:27:11.727351
208,Headphones,Accessories,Sony,26298.0,292,2026-08-06 16:27:12.932599,2026-08-06 16:27:12.932599
209,Headphones,Accessories,Sony,68958.0,282,2026-08-06 16:27:14.007004,2026-08-06 16:27:14.007004
210,Printer,Electronics,Canon,95113.0,323,2026-08-06 16:27:14.912573,2026-08-06 16:27:14.912573
211,Laptop,Electronics,HP,21664.0,378,2026-08-06 16:27:15.823958,2026-08-06 16:27:15.823958
212,Mouse,Accessories,Logitech,22067.0,434,2026-08-06 16:27:16.567197,2026-08-06 16:27:16.567197
213,Smartphone,Electronics,Samsung,82386.0,206,2026-08-06 16:27:17.562550,2026-08-06 16:27:17.562550
214,Printer,Electronics,Canon,35884.0,182,2026-08-06 16:27:18.583338,2026-08-06 16:27:18.583338
215,Smart Watch,Electronics,Apple,17118.0,303,2026-08-06 16:27:19.497490,2026-08-06 16:27:19.497490
216,Monitor,Electronics,LG,72406.0,450,2026-08-06 16:27:20.538638,2026-08-06 16:27:20.538638
217,Camera,Electronics,Nikon,40635.0,84,2026-08-06 16:27:21.672198,2026-08-06 16:27:21.672198
218,Smart Watch,Electronics,Apple,25652.0,164,2026-08-06 16:27:22.802018,2026-08-06 16:27:22.802018
219,Smartphone,Electronics,Samsung,55429.0,270,2026-08-06 16:27:23.743744,2026-08-06 16:27:23.743744
220,Mouse,Accessories,Logitech,85484.0,476,2026-08-06 16:27:24.937397,2026-08-06 16:27:24.937397
221,Mouse,Accessories,Logitech,14515.0,184,2026-08-06 16:27:25.861903,2026-08-06 16:27:25.861903
222,Tablet,Electronics,Lenovo,84936.0,114,2026-08-06 16:27:27.133487,2026-08-06 16:27:27.133487
223,Monitor,Electronics,LG,19704.0,364,2026-08-06 16:27:28.243767,2026-08-06 16:27:28.243767
224,Camera,Electronics,Nikon,23164.0,397,2026-08-06 16:27:29.447692,2026-08-06 16:27:29.447692
225,Tablet,Electronics,Lenovo,61969.0,198,2026-08-06 16:27:30.442635,2026-08-06 16:27:30.442635
226,Printer,Electronics,Canon,74259.0,319,2026-08-06 16:27:31.667960,2026-08-06 16:27:31.667960
227,Monitor,Electronics,LG,65249.0,72,2026-08-06 16:27:32.882448,2026-08-06 16:27:32.882448
228,Headphones,Accessories,Sony,67583.0,131,2026-08-06 16:27:33.875964,2026-08-06 16:27:33.875964
229,Monitor,Electronics,LG,17759.0,150,2026-08-06 16:27:35.177873,2026-08-06 16:27:35.177873
230,Mouse,Accessories,Logitech,87718.0,243,2026-08-06 16:27:37.607464,2026-08-06 16:27:37.607464
231,Keyboard,Accessories,Dell,42331.0,461,2026-08-06 16:27:39.337605,2026-08-06 16:27:39.337605
232,Headphones,Accessories,Sony,97823.0,126,2026-08-06 16:27:41.624785,2026-08-06 16:27:41.624785
233,Mouse,Accessories,Logitech,61707.0,195,2026-08-06 16:27:42.687145,2026-08-06 16:27:42.687145
234,Camera,Electronics,Nikon,63616.0,485,2026-08-06 16:27:44.259582,2026-08-06 16:27:44.259582
235,Mouse,Accessories,Logitech,49994.0,408,2026-08-06 16:27:45.392436,2026-08-06 16:27:45.392436
236,Laptop,Electronics,HP,23682.0,470,2026-08-06 16:27:53.200240,2026-08-06 16:27:53.200240
237,Headphones,Accessories,Sony,57849.0,67,2026-08-06 16:27:55.752471,2026-08-06 16:27:55.752471
238,Mouse,Accessories,Logitech,58845.0,491,2026-08-06 16:27:57.002724,2026-08-06 16:27:57.002724
239,Headphones,Accessories,Sony,55483.0,247,2026-08-06 16:27:58.440011,2026-08-06 16:27:58.440011
240,Monitor,Electronics,LG,15184.0,94,2026-08-06 16:27:59.899857,2026-08-06 16:27:59.899857
241,Printer,Electronics,Canon,25285.0,79,2026-08-06 16:28:01.107571,2026-08-06 16:28:01.107571
242,Headphones,Accessories,Sony,38786.0,296,2026-08-06 16:28:02.627180,2026-08-06 16:28:02.627180
243,Smartphone,Electronics,Samsung,12883.0,144,2026-08-06 16:28:04.017601,2026-08-06 16:28:04.017601
244,Smart Watch,Electronics,Apple,65896.0,448,2026-08-06 16:28:05.474621,2026-08-06 16:28:05.474621
245,Headphones,Accessories,Sony,45699.0,499,2026-08-06 16:28:06.659749,2026-08-06 16:28:06.659749
246,Printer,Electronics,Canon,28787.0,443,2026-08-06 16:28:08.694396,2026-08-06 16:28:08.694396
247,Smart Watch,Electronics,Apple,41356.0,43,2026-08-06 16:28:11.242428,2026-08-06 16:28:11.242428
248,Smart Watch,Electronics,Apple,69326.0,383,2026-08-06 16:28:12.162519,2026-08-06 16:28:12.162519
249,Laptop,Electronics,HP,56888.0,223,2026-08-06 16:28:13.532615,2026-08-06 16:28:13.532615
250,Keyboard,Accessories,Dell,40431.0,138,2026-08-06 16:28:14.977554,2026-08-06 16:28:14.977554
251,Tablet,Electronics,Lenovo,96192.0,489,2026-08-06 16:28:16.316866,2026-08-06 16:28:16.316866
